"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2016","9","Bethel","1,321,119,080","193,628,060",,"79,568,930","0","35,643,100","5,746,000","0","22,470,080","1,658,175,250","4,247,640","1,653,927,610","144,633,660","420,310","144,213,350","167,896,290","22,514,170","145,382,120","1,943,523,080"
"2015","9","Bethel","1,304,902,510","195,739,170",,"81,032,110","0","37,004,760","5,642,440","0","20,669,640","1,644,990,630","4,419,870","1,640,570,760","142,345,050","317,150","142,027,900","160,044,710","24,994,390","135,050,320","1,917,648,980"
"2014","9","Bethel","1,287,229,460","195,395,480",,"79,011,730","0","35,058,720","6,266,590","0","20,582,040","1,623,544,020","4,669,510","1,618,874,510","141,963,740","361,650","141,602,090","155,281,170","25,635,770","129,645,400","1,890,122,000"
"2013","9","Bethel","1,267,093,060","187,750,150",,"79,222,670","0","36,010,240","5,518,570","0","20,778,950","1,596,373,640","5,232,160","1,591,141,480","141,873,530","302,810","141,570,720","156,722,050","24,641,860","132,080,190","1,864,792,390"
"2012","9","Bethel","1,255,956,110","198,633,570",,"84,265,710","0","24,304,000","4,955,860","0","20,778,950","1,588,894,200","5,133,720","1,583,760,480","138,500,925","347,910","138,153,015","154,811,610","24,579,520","130,232,090",
"2011","9","Bethel","1,689,288,980","225,096,590",,"88,050,310",,"51,458,370","5,667,650",,"20,779,840","2,080,341,740","7,139,840","2,073,201,900","136,693,790","435,420","136,258,370","154,949,640","23,945,240","131,004,400","2,340,464,670"
"2024","10","Bethlehem","431,495,331","32,534,500","0","2,211,900","0","5,851,000","3,063,999","0","0","475,156,730","5,504,210","469,652,520","46,014,650","80,350","45,934,300","17,451,640","2,147,310","15,304,330","530,891,150"
"2023","10","Bethlehem","429,808,731","31,196,500","0","2,779,600","0","6,118,200","3,056,539","0","0","472,959,570","3,054,390","469,905,180","49,861,870","88,160","49,773,710","16,172,718","3,533,660","12,639,058","532,317,948"
"2022","10","Bethlehem","293,696,947","26,755,500","0","2,697,700","0","5,883,700","2,141,303","0","0","331,175,150","2,790,260","328,384,890","50,142,170","98,270","50,043,900","15,841,412","3,556,312","12,285,100","390,713,890"
"2021","10","Bethlehem","291,863,947","26,285,300","0","2,764,100","0","5,441,600","2,145,413","0","0","328,500,360","2,843,810","325,656,550","48,232,405","104,000","48,128,405","13,768,979","1,787,200","11,981,779","385,766,734"
"2020","10","Bethlehem","289,569,247","26,184,500","0","2,764,100","0","5,786,600","2,475,923","0","0","326,780,370","2,784,960","323,995,410","37,541,750","146,350","37,395,400","13,611,522","1,741,838","11,869,684","373,260,494"
"2019","10","Bethlehem","287,708,637","26,117,600","0","2,765,500","0","5,979,900","2,500,083","0","0","325,071,720","2,702,960","322,368,760","36,372,060","116,890","36,255,170","12,751,476","1,744,752","11,006,724","369,630,654"
"2018","10","Bethlehem","286,376,970","23,035,700",,"2,659,500","0","6,154,700","2,106,060","0","0","320,332,930","2,589,720","317,743,210","34,775,220","101,940","34,673,280","10,280,590","905,520","9,375,070","361,791,560"
"2017","10","Bethlehem","300,291,600","23,513,500",,"2,531,500","0","6,959,310","1,781,770","0","0","335,077,680","2,494,540","332,583,140","35,385,550","69,820","35,315,730","10,324,406","886,970","9,437,436","377,336,306"
"2016","10","Bethlehem","299,406,900","23,690,300",,"2,531,500","0","6,924,800","1,519,110","0","0","334,072,610","2,567,790","331,504,820","34,357,801","107,440","34,250,361","9,280,403","959,283","8,321,120","374,076,301"
"2015","10","Bethlehem","297,712,500","22,103,200",,"2,531,500","0","6,943,700","1,521,430","0","0","330,812,330","2,684,290","328,128,040","34,170,390","93,740","34,076,650","8,594,988","983,239","7,611,749","369,816,439"
"2014","10","Bethlehem","296,974,700","21,318,900",,"2,531,500","0","7,347,400","1,468,930","0","0","329,641,430","2,676,340","326,965,090","33,594,000","110,530","33,483,470","8,178,020","1,093,613","7,084,407","367,532,967"
"2013","10","Bethlehem","295,306,100","20,535,900",,"2,531,500","0","7,483,000","1,487,200","0","0","327,343,700","2,801,790","324,541,910","33,132,630","141,560","32,991,070","7,879,070","1,206,195","6,672,875","364,205,855"
"2012","10","Bethlehem","332,792,800","22,362,400",,"3,146,000","0","10,590,640","1,668,530","0","0","370,560,370","2,870,540","367,689,830","32,866,944","150,340","32,716,604","7,880,598","1,275,863","6,604,735",
"2011","10","Bethlehem","330,956,800","22,356,600",,"3,146,000",,"10,931,840","1,625,660",,,"369,016,900","2,903,140","366,113,760","32,836,080","155,290","32,680,790","8,231,332","1,427,737","6,803,595","405,598,145"
"2024","11","Bloomfield","1,648,298,360","346,131,330","0","539,592,340","807,240","168,980","515,600","0","265,054,580","2,800,568,430","733,137,174","2,067,431,256","221,606,090","7,937,940","213,668,150","606,049,730","174,876,981","431,172,749","2,712,272,155"
"2023","11","Bloomfield","1,083,087,140","348,395,360","0","366,271,703","0","151,620","392,560","0","187,690,020","1,985,988,403","45,823,320","1,940,165,083","242,258,264","13,589,440","228,668,824","579,314,168","155,847,990","423,466,178","2,592,300,085"
"2022","11","Bloomfield","1,080,735,790","345,778,390","0","363,220,613","0","151,620","429,500","0","162,178,730","1,952,494,643","56,928,770","1,895,565,873","245,370,686","11,008,679","234,362,007","514,250,200","137,496,164","376,754,036","2,506,681,916"
"2021","11","Bloomfield","1,073,589,770","306,287,410","0","355,389,833","0","645,400","419,620","0","180,929,980","1,917,262,013","64,043,635","1,853,218,378","231,045,723","18,564,984","212,480,739","495,956,155","138,604,685","357,351,470","2,423,050,587"
"2020","11","Bloomfield","1,067,302,410","335,589,980","0","353,703,363","0","645,400","417,800","0","178,758,930","1,936,417,883","66,287,470","1,870,130,413","188,902,370","20,932,550","167,969,820","511,582,650","147,194,313","364,388,337","2,402,488,570"
"2019","11","Bloomfield","1,059,450,440","334,435,240","0","351,295,780","0","708,190","406,040","0","176,462,090","1,922,757,780","75,554,210","1,847,203,570","183,340,103","16,253,060","167,087,043","514,591,130","151,150,267","363,440,863","2,377,731,476"
"2018","11","Bloomfield","1,020,609,392","278,653,773",,"286,286,125","0","3,410,070","645,940","0","147,047,936","1,736,653,236","65,766,162","1,670,887,074","175,099,392","15,661,239","159,438,153","463,111,990","138,413,934","324,698,056","2,155,023,283"
"2017","11","Bloomfield","1,017,257,872","284,340,853",,"252,250,600","0","3,326,140","672,630","0","143,407,796","1,701,255,891","46,294,080","1,654,961,811","161,087,287","4,758,370","156,328,917","450,341,322","144,768,848","305,572,474","2,116,863,202"
"2016","11","Bloomfield","1,013,526,572","258,134,253",,"242,443,092","0","7,269,170","672,630","0","126,292,516","1,648,338,233","34,323,620","1,614,014,613","156,568,310","6,521,400","150,046,910","374,287,328","119,990,495","254,296,833","2,018,358,356"
"2015","11","Bloomfield","1,012,622,520","264,058,010",,"205,203,480","0","3,449,830","726,770","0","123,159,750","1,609,220,360","2,983,000","1,606,237,360","152,376,940","8,330,780","144,046,160","398,982,480","111,124,080","287,858,400","2,038,141,920"
"2014","11","Bloomfield","1,011,529,960","265,709,290",,"203,198,048","0","3,683,420","747,420","0","120,391,320","1,605,259,458","3,127,000","1,602,132,458","151,265,831","6,691,010","144,574,821","398,606,751","111,329,040","287,277,711","2,033,984,990"
"2013","11","Bloomfield","1,115,536,570","269,381,510",,"189,368,710","0","3,016,360","833,260","0","102,776,670","1,680,913,080","3,172,500","1,677,740,580","152,498,352","8,883,130","143,615,222","343,889,240","98,087,800","245,801,440","2,067,157,242"
"2012","11","Bloomfield","1,108,698,440","265,662,880",,"187,688,520","0","3,617,730","730,810","0","101,411,670","1,667,810,050","10,072,700","1,657,737,350","149,570,677","1,746,980","147,823,697","318,128,410","91,980,770","226,147,640",
"2011","11","Bloomfield","1,103,058,120","264,477,990",,"184,942,990",,"4,270,630","701,970",,"101,411,670","1,658,863,370","3,465,000","1,655,398,370","147,930,614","9,413,190","138,517,424","275,494,780","88,808,870","186,685,910","1,980,601,704"
"2024","12","Bolton","504,161,129","19,719,500","0","8,903,100","0","7,298,100","1,160,981","0","3,839,900","545,082,710","4,451,754","540,630,956","54,082,580","156,587","53,925,993","21,720,586","4,139,026","17,581,560","612,138,509"
"2023","12","Bolton","470,976,079","19,209,400","0","8,903,100","0","7,591,700","1,099,991","0","3,051,100","510,831,370","2,379,417","508,451,953","55,324,104","539,092","54,785,012","21,664,993","3,954,580","17,710,413","580,947,378"
"2022","12","Bolton","360,090,088","17,477,700","0","8,295,800","0","7,135,300","715,538","0","2,568,200","396,282,626","1,878,364","394,404,262","58,324,080","350,160","57,973,920","20,304,386","3,796,137","16,508,249","468,886,431"
"2021","12","Bolton","359,063,796","16,429,300","0","8,210,000","0","7,479,000","725,920","0","2,568,200","394,476,216","1,962,090","392,514,126","54,775,930","140,680","54,635,250","19,190,658","3,809,286","15,381,372","462,530,748"
"2020","12","Bolton","358,733,761","16,036,600","0","8,209,100","0","7,373,460","727,610","0","2,568,200","393,648,731","1,950,160","391,698,571","44,169,530","308,770","43,860,760","18,521,113","3,622,575","14,898,538","450,457,869"
"2019","12","Bolton","358,683,430","16,033,600","0","8,209,100","0","7,478,760","732,820","0","2,568,200","393,705,910","1,998,640","391,707,270","42,391,170","432,990","41,958,180","16,730,046","3,519,815","13,210,231","446,875,681"
"2018","12","Bolton","358,470,235","15,918,500",,"8,227,800","0","7,673,160","717,970","0","2,568,200","393,575,865","1,741,190","391,834,675","41,414,560","576,820","40,837,740","13,350,866","2,999,085","10,351,781","443,024,196"
"2017","12","Bolton","349,885,160","15,246,930",,"8,269,800","0","8,398,160","463,555","0","2,479,900","384,743,505","1,831,940","382,911,565","42,418,770","646,980","41,771,790","13,487,103","3,153,990","10,333,113","435,016,468"
"2016","12","Bolton","349,388,800","15,319,330",,"8,269,800","0","8,298,030","473,430","0","2,479,900","384,229,290","1,976,640","382,252,650","41,247,695","981,560","40,266,135","12,863,685","3,105,230","9,758,455","432,277,240"
"2015","12","Bolton","347,971,070","15,337,930",,"7,161,400","0","9,347,810","472,860","0","2,495,100","382,786,170","1,966,140","380,820,030","40,352,275","823,290","39,528,985","11,731,583","2,231,630","9,499,953","429,848,968"
"2014","12","Bolton","338,895,250","13,890,780",,"7,241,700","0","8,495,890","10,438,260","0","2,793,300","381,755,180","2,098,390","379,656,790","39,956,460","896,362","39,060,098","11,686,950","1,884,035","9,802,915","428,519,803"
"2013","12","Bolton","336,397,250","13,893,000",,"7,426,400","0","10,200,130","10,311,900","0","2,826,600","381,055,280","2,160,720","378,894,560","40,154,060","1,252,425","38,901,635","11,650,160","1,998,530","9,651,630","427,447,825"
"2012","12","Bolton","391,849,180","21,652,590",,"2,866,300","0","7,625,680","11,879,490","0","0","435,873,240","2,234,530","433,638,710","40,020,720","1,614,688","38,406,032","10,923,850","2,076,790","8,847,060",
"2011","12","Bolton","388,508,020","21,975,880",,"2,866,300","0","8,436,710","11,754,710","0","0","433,541,620","2,196,665","431,344,955","39,345,400","651,398","38,694,002","11,602,370","1,932,400","9,669,970","479,708,927"
"2024","13","Bozrah","186,274,920","23,659,310","0","21,768,820","0","5,429,660","2,569,410","0","13,240,570","252,942,690","2,184,410","250,758,280","30,828,980","320,380","30,508,600","73,108,882","16,592,085","56,516,797","337,783,677"
"2023","13","Bozrah","185,608,950","22,764,990","0","21,768,820","0","5,301,000","2,590,610","0","13,240,570","251,274,940","1,024,080","250,250,860","36,772,900","621,580","36,151,320","74,570,495","17,060,730","57,509,765","343,911,945"
"2022","13","Bozrah","183,992,640","22,770,590","0","22,316,570","0","5,391,130","2,579,170","0","13,240,570","250,290,670","1,024,080","249,266,590","38,284,570","395,120","37,889,450","71,785,785","15,615,000","56,170,785","343,326,825"
"2021","13","Bozrah","136,164,460","19,346,340","0","19,545,340","0","5,198,490","2,340,310","0","12,144,740","194,739,680","1,004,980","193,734,700","36,783,760","1,005,900","35,777,860","64,506,690","14,946,600","49,560,090","279,072,650"
"2020","13","Bozrah","135,507,960","18,806,090","0","14,544,470","0","5,191,020","2,342,030","0","12,144,740","188,536,310","1,008,650","187,527,660","31,457,600","443,390","31,014,210","51,852,319","14,974,140","36,878,179","255,420,049"
"2019","13","Bozrah","135,050,700","18,916,530","0","14,554,420","0","5,449,180","2,329,240","0","12,144,740","188,444,810","570,380","187,874,430","27,626,910","290,600","27,336,310","53,003,020","18,305,670","34,697,350","249,908,090"
"2018","13","Bozrah","134,487,390","19,273,530",,"13,675,840","0","5,457,470","2,336,880","0","5,711,110","180,942,220","547,670","180,394,550","27,564,370","115,100","27,449,270","33,505,736","14,100,530","19,405,206","227,249,026"
"2017","13","Bozrah","134,274,150","19,140,900",,"13,675,840","0","6,001,960","2,337,160","0","951,110","176,381,120","601,170","175,779,950","26,009,140","415,610","25,593,530","36,273,160","12,858,860","23,414,300","224,787,780"
"2016","13","Bozrah","140,096,710","10,401,790",,"23,054,930","0","5,866,720","2,177,850","0","971,750","182,569,750","814,680","181,755,070","24,696,680","198,200","24,498,480","28,822,130","12,673,490","16,148,640","222,402,190"
"2015","13","Bozrah","140,129,690","10,203,580",,"23,054,930","0","6,094,260","2,175,420","0","971,750","182,629,630","868,680","181,760,950","23,483,890","224,750","23,259,140","28,032,174","12,750,200","15,281,974","220,302,064"
"2014","13","Bozrah","139,800,860","10,142,410",,"22,584,240","0","6,014,300","2,379,830","0","971,750","181,893,390","868,180","181,025,210","24,077,200","755,250","23,321,950","28,193,177","12,466,360","15,726,817","220,073,977"
"2013","13","Bozrah","139,365,700","10,256,850",,"21,027,860","0","6,760,720","2,387,540","0","971,750","180,770,420","1,349,070","179,421,350","23,694,120","220,480","23,473,640","27,365,961","11,679,340","15,686,621","218,581,611"
"2012","13","Bozrah","139,015,090","10,426,790",,"21,139,820","0","6,132,340","2,163,930","0","971,750","179,849,720","1,020,330","178,829,390","23,347,366","480,620","22,866,746","25,509,754","11,620,190","13,889,564",
"2011","13","Bozrah","164,725,930","10,985,120",,"22,801,730",,"8,316,990","2,003,130",,"1,087,780","209,920,680","710,170","209,210,510","23,353,600","625,070","22,728,530","23,137,534","10,732,920","12,404,614","244,343,654"
"2024","14","Branford","4,368,258,905","493,897,070","0","182,115,950","4,688,600","19,461,400","1,347,100","0","138,422,860","5,208,191,885","9,579,840","5,198,612,045","289,218,059","2,880,393","286,337,666","290,019,140","49,414,685","240,604,455","5,725,554,166"
"2023","14","Branford","2,715,761,691","394,361,740","0","126,494,940","3,319,760","18,368,200","1,001,700","0","79,665,560","3,338,973,591","4,908,300","3,334,065,291","333,541,340","2,571,153","330,970,187","277,811,495","35,379,550","242,431,945","3,907,467,423"
"2022","14","Branford","2,702,386,281","387,884,140","0","129,578,810","3,301,440","15,029,900","962,200","0","71,870,740","3,311,013,511","5,080,100","3,305,933,411","358,253,119","2,124,465","356,128,654","272,074,750","39,030,866","233,043,884","3,895,105,949"
"2021","14","Branford","2,688,568,271","387,443,450","0","123,490,770","3,315,860","18,972,050","1,038,030","0","66,442,060","3,289,270,491","5,489,600","3,283,780,891","345,398,902","1,853,211","343,545,691","240,264,821","38,936,062","201,328,759","3,828,655,341"
